"Title","ID","Created Date","Updated Date","Owner","workNumber","comment","score","replyCount","replyTo","submissionTime"
"","comment-002980","2026-04-18T19:16:05Z","2026-04-18T19:16:05Z","user-0142","129","整张谱看起来有一种散装的感觉，能看出来谱师为了押PV做出了很多努力，但是观感和手感就比较混沌了，这个结构相对来说还是比较弱了，而且配置与配置之间的衔接也不够紧密，还是要学习一下官谱尝试做减法削弱一下信息量","550","","",""
"","comment-002981","2026-04-29T12:20:20Z","2026-04-29T12:20:20Z","user-0127","258","作为一首节奏感比较强的歌，摆键的功底可能稍微还需要加强一下。
例如1：17cb 、127cb等双押总是被集中在固定的按键，这就导致每次往上打完又要回来再打一次。这里作为鼓的敲击音，写双押强调没有问题，但是我觉得第一是开头配置起的太高了，完整性很强，不利于后面配置的加强，第二是这种配置光消耗体力但是没有把谱面的跳跃感成功的写出来，同时还会导致上机手感很差，像被黏住一样。
例如2：103cb的Touch摆键全都摆在一起，这里作为一个音乐的加强，可以先B区后D、E、A区做一个加强，我觉得可能会更好一点。
后面的加强我就觉得特别好。

关于3副的1065cb和后面的Neon kingdom段，我觉得歌曲鼓点敲的比之前更猛啊？怎么把配置强度和情绪全降下来了？最好想想更好的配置吧。

副歌的手顺引导我挺喜欢的，希望多多琢磨一下摆键和歌曲难度分配与递进吧！","648","","",""
"","comment-002982","2026-05-04T17:20:34Z","2026-05-04T17:20:34Z","user-0160","274","单拿出来部分配置还可以，但是组合在一起就完全不是同一张谱的了。整首歌编曲属于乐器音轨没有太明显的变化的类型，谱子却几乎一小节变一种完全不同的配置，而且副歌的信息量复杂到几乎远超于歌曲能够承载的了。","400","","",""
"","comment-002983","2026-04-12T06:52:54Z","2026-04-12T06:52:54Z","user-0169","38","前面还可以，虽然歌的发挥空间很大但写成这样已经很不错了。但二副的手顺设计太灾难了，~~星星不换手就会变成大麻花。~~加油","670","","",""
"","comment-002984","2026-04-13T11:24:28Z","2026-04-13T11:24:28Z","user-0049","79","手滑点快了，楼中楼回一下
前奏部分配置做到了统一，很规整，没有多余的省音让我比较欣赏，把合适的省音留到了人声密度较为高的主歌部分，以及重复星星的运用作为一个衔接很到位，很大程度上减少了割裂感
202cb拍划开爽，副歌爆发段的采音思路我很喜欢，相比于一部分参赛作品没有盯着vocal死采而是提取了关键音，节奏型相对简单，不过拍划位移给到位的话完全不妨碍爽，绝赞和双押排键给的也很恰到好处，一目了然
433cb处的问题评论已经列出来了，不做赘述，也是个人觉得有点可惜的地方
二副过渡段的绝赞采用了同样的节奏型的同时加大了位移，以及后面的tap圈是进入高潮的点睛之笔（感觉570cb处的181b小交互加点位移或者换成118b会更好？）
633cb很喜欢这个绝赞
最后高潮段根据声调变化加入了绝赞星星，个人觉得其实跟一副二副做出的区分恰到好处（绝赞星星就该这么用x），hold接扫那一段对情感递进做了更上一层楼的区分
795cb个人很喜欢vocal的这个转调，在谱面里也有表现让我很满意。尾奏部分的强度安排很适当没有硬塞一个恶心人的尾杀，而且我还蛮喜欢那最后一个星星的）
整张谱可以说是行云流水，教科书式的标准结构安排让我实在打不了低分。虽然可以研究的东西比较少，但我认为也是它的亮点之一（毕竟推ap的时候初见鸟加总比初见97要好得多x）
请多写点这种简洁有力的清爽谱面我是真的喜欢TT","0","","comment-ref-000023","2026-04-13T11:24:28.069Z"
"","comment-002985","2026-04-09T16:51:29Z","2026-04-09T16:51:29Z","user-0004","4","The lack of DNA slides (s,z slides) is kinda disappointing.

The difficulty spike is way to high midway. I was straight up shocked at THAT section but I thought it was still pretty cool.

Overall, I don't have much to say about it. Personally, I don't particularly enjoy it but I also don't have anything to point out about it that is bad.

Thank you for your hard work.","618","","",""
"","comment-002986","2026-04-27T14:40:07Z","2026-04-27T14:40:07Z","user-0069","72","“逃脱和视而不见，哪一个更有价值呢？”","100","","",""
"","comment-002987","2026-04-21T04:54:32Z","2026-04-21T04:54:32Z","user-0178","72","一看评论区肯定全在说，那我也要说（
开头太难了，而且有内无
但是这是我感觉到且只感觉到的明显的两处缺点，别的做的其实都挺不错的，能看出来谱师很喜欢劲爽键盘，但是铺满几乎整首歌就显得实在是不太美观。而且体验下来信息量太大，有些过于混乱了
开头键盘改水点我可以给到835","700","","",""
"","comment-002988","2026-04-19T17:17:53Z","2026-04-19T17:17:53Z","user-0267","206","开头29combo处的叠键十分反直觉，建议不要这样写
贯穿全篇的锁手弱引导没啥问题，但是308combo处这么写问题就很大，一是堆在了一块读不清，二是手感会极其差而且蹭爆，要不把hold锁手去掉要不就再换一种写法也是可以的
320combo开始的侧面发牌，手感非常差，有种当年看到兔子跑的救赎感，一下与前面的强度拉开了差距，比较割裂，写这种配置还是要三思啊
谱面整体的感觉还是和歌很搭的，如果可以把配置再优化一下就好了","618","","",""
"","comment-002989","2026-04-19T16:13:27Z","2026-04-19T16:13:27Z","user-0171","199","呜呜呜呜谢谢你！！！终于在比赛上被正式的夸了一次了！！！
其实这个touch启动呢在一副是一个遗留的bug。
来源于pv中二副结束时teto的面部高高昂起（蒽。。。），同时是情绪最高峰，遂使用了touch在E1f（好像是E1吧我也记不太清）押了一下情绪和动作。
一副似乎是因为当初写谱的时候由于规避无理和手顺手感问题所以也使用了touch，但现在回看因为原配置早就改的面目全非所以也不存在无理和手顺手感问题了，本应改成绝赞但因为看着也没啥不对的就留了下来，并非是非touch启动不可（
最后再感谢下你的评论和欣赏！","0","","comment-000501","2026-04-19T16:13:27.426Z"
"","comment-002990","2026-04-26T15:23:30Z","2026-04-26T15:23:30Z","user-0106","250","感谢您的评论，对于摆键这方面的问题我会多加学习的","0","","comment-002068","2026-04-26T15:23:32.274Z"
"","comment-002991","2026-04-10T15:41:09Z","2026-04-10T15:41:09Z","user-0184","10","*撬棍来了（不是*
完成度很高的一张谱面，本身我很喜欢这首歌，mai-star写的版本我相信也给大家留下了深刻印象，官方白谱就显得热度和讨论度没有那么高。而且在本身官谱很有结构特点的前提下，再创作谱面我感觉挺难的。
但是这张谱可以说是可以满足我对言叶游戏这首谱在dxcir代的一切幻想（什
即使有朋友说撬棍星星没有那么特别美观，但是我可能也理解谱师，也许是实在想不出来合适的星星去写了，一直写直线型星星可能会显得单调无聊也没有特别好看。我感觉无伤大雅，整体采音也还比较舒服的。
所以就算是所有人都会说你撬棍，我也不会嫌弃的！（这对吗
总之很喜欢你的选曲和精心创作出来的谱面，有点想玩。
以后也要多多创作言叶project的曲目啊！有点期待了，什么恶戏，矛盾心理，戏剧性案件，秘密侦探，言叶游戏都大大方方创官谱吧！（不是
谱师加油，哦耶🫰","835","","",""
"","comment-002992","2026-05-01T21:48:06Z","2026-05-01T21:48:06Z","user-0090","248","兄弟，bpm减半了但是大部分星星速度才12:1或者8:1啊，星星慢的有点便秘了，这个理论来说是个快歌，写个16:1应该是正好的
还有就是总体来说排键有点散，不是很好看
以及副歌普通了，没啥意思
另外758cb的双扫，右手从3飞到8是不是有点零帧起手了？
总之是一个比较平淡的铺面，没有大问题但是也没有特别好或者特别有记忆点的东西，可以看看官谱的排键以及高bpm谱面","618","","",""
"","comment-002993","2026-04-12T04:19:19Z","2026-04-12T04:19:19Z","user-0131","2","前半的处理比较稚嫩，比如71cb处极其有特色的音效没有用谱面表现出来,而且摆键有点素了。
副歌大扫的段落还挺不错的，看上去就是谱师有了这里的点子于是才往下接着写的，
550cb-700cb的摆件缺乏律动，这里完全可以用更有意思的摆件来增强谱面的可玩性。
在我看来这张谱面几乎全程都服务于副歌的大扫，而缺少了其他地方的雕琢。
再接再厉。","520","","",""
"","comment-002994","2026-04-13T10:43:14Z","2026-04-13T10:43:14Z","user-0073","100","有复沓和递进的意识挺不错的，不过我感觉前面两段主歌也太无聊了，后半双扫又太过头了，结构就炸掉了。对于递进的理解可以学一下ガランド这歌。想法是不错的但是难度曲线没处理好","618","","",""
"","comment-002995","2026-04-14T12:56:56Z","2026-04-14T12:56:56Z","user-0038","80","好稳健的写法
没有过多华立的配置 整个谱面看上去十分清爽 干脆利落

有个疑问的地方 像401cb处按照手序设计长条哪只手接都有点别扭

然后就是主歌星星速度可能有点快？虽然启动拍没tap可以提前开始划

基本没什么毛病","768","","",""
"","comment-002996","2026-04-13T02:23:30Z","2026-04-13T02:23:30Z","user-0072","168","RASIS酱，LOVE❤

整体是比较素的风格，谱面的摆键和对细节的处理还有待提升，但是双押的身体调动弥补了一些印象分。
一副的双押位移其实还是可以再收一点。
可以多尝试用hold去做一些不同风格的位移，谱面仅用了9个hold还是有点可惜，可以参考的例子有Miko老师的tic tac toe，flashback","783","","",""
"","comment-002997","2026-04-10T03:31:29Z","2026-04-10T03:31:29Z","user-0102","59","#请不要使用保护套来规避过于明显的撞尾
踩音问题很严重，最明显的是23～31s和1：22～1：31两处的踩音都很细碎，一会踩人声，一会踩的不知道是bass还是底鼓，到了2副也不知道为什么要空一个8分再写16分扫。整体的配置也都很平铺直叙，缺乏新意，1副后的休息段24分扫键用的也不合适，休息段不需要那么高的强度","318","","",""
"","comment-002998","2026-04-23T15:59:53Z","2026-04-23T15:59:53Z","user-0221","230","整体问题不大，走向也比较流畅，算是中上水平。
提点问题：
首先是最后的内无，这个没有办法，只能扣点分了。
其次，有些地方的引导还需要精进一下，例如42cb的3,5,4,,21,整体走向是偏向5/6但是之后接上1/2，会有一点反直觉，镜像配置同理。625cb的星星后要重新接1/2起手的扫键，也是有些反直觉的。这些可能需要谱师进一步改进。
之后就是一些语法问题，不过注意就行，写完多检查两遍。
最后感谢谱师的工作，希望继续努力。","618","","",""
"","comment-002999","2026-05-06T15:20:08Z","2026-05-06T15:20:08Z","user-0129","277","感谢各位的喜欢，这个谱面实际上是我再截止前一天匆匆忙忙从导入音源写完的谱面，有许多地方肯定是处理的没有那么理想，希望各位多多评论。
哦对了我发自评就一个目的：公母安卓苹果吊逼","1000","","",""
"","comment-003000","2026-04-26T15:19:36Z","2026-04-26T15:19:36Z","user-0151","117","非常惊艳的一张谱面，打的时候眼睛都瞪大了，创意可以给满分
复杂星星组每个都很有趣美观，但也因此该谱面对熟练度要求较高，手感上可能要扣些分
写的很好呀，漂亮！","865","","",""
"","comment-003001","2026-05-05T12:11:46Z","2026-05-05T12:11:46Z","user-0144","267","非常优秀的采音 也十分契合乐曲的走向
00:16的星星组简直是绝妙的设计，歌曲的神秘感被完美的烘托出来了
密不透风的近似配置填充支撑起了整张谱面的力度，这歌就该这么写
唯一一点让我不太能够理解的估计也就只有保护套两连扫了，确实从初见上会有不小的突兀感
最后的星星阵更是装逼到不能再装了。
高分通过吧唉","933","","",""
"","comment-003002","2026-04-16T17:32:19Z","2026-04-16T17:32:19Z","user-0049","187","纯纯T0级别的官谱，在官机里出现不会有任何违和感。手感很不错，采音以及星星的运用也很丰富，可惜没看到什么耳目一新的创新点。
145cb的左右长条感觉引导有点小问题，不过总体而言我很喜欢，要是抛开创新不谈的话我绝对会给到一个高分，但就这点来说做的还是稍有不足了。","753","","",""
"","comment-003003","2026-04-13T16:37:52Z","2026-04-13T16:37:52Z","user-0116","48","(我的英语很差，只能借助AI翻译了，抱歉！)

我的天哪我太喜欢这张谱了！
键盘排键很舒服很合理。
前边hold音符引导短扫，各种各样的1+2式的短扫，完美表现了曲子的音色，用ex tap降低难度保证手感，从头到尾基本都用同一种配置但是却反复变形，打起来一点都不觉得无聊。
第二段副歌手顺更加自由，换手或者单手折返都可以打的很舒服。
整体的结构也没有问题，难度分配的很合理，很喜欢这种表现形式！

小缺点(也许并不能算缺点，相反我还很喜欢)。
有点初见杀，第一次打的时候很容易被打蒙(也许并不算缺点)，第一段副歌有一个双押tap有点卡手，感觉这里的引导没问题但是手感略微有一点差。
第二段副歌的绝赞折返好容易蹭good(这个是我太菜了！)

总体来说我非常非常喜欢这张谱！祝你取得好成绩！玩的开心呀！

——————————————

(My English is very poor, so I can only rely on AI translation. I'm sorry! )

Oh my god, I love this sheet music so much! The keyboard layout is very comfortable and reasonable. The held notes at the beginning guide the short strums, and there are all kinds of 1+2 style short strums, perfectly showcasing the tone of the song. The use of ex tap reduces the difficulty while ensuring a good feel. Throughout, it basically uses the same configuration but keeps transforming, making it not boring at all to play. The second section's solo part is even more free, and it's very comfortable to play with either hand changes or single-hand returns. The overall structure is also fine, and the difficulty distribution is very reasonable. I really like this form of presentation!

Minor flaws (maybe they can't even be called flaws, on the contrary, I quite like them).
There's a bit of a first impression kill. It's very easy to get overwhelmed on the first playthrough (maybe this isn't even a flaw). There's a double-tap in the first chorus that's a bit tricky. I feel the guidance here is fine, but the feel is just a little off.
In the second chorus, the amazing turnaround is so easy to get a good on (this is just because I'm too bad at it!)
Overall, I really, really like this score! I wish you good results! Have fun!","865","","",""
"","comment-003004","2026-04-13T14:09:32Z","2026-04-13T14:09:32Z","user-0127","2","开头还是很有感觉的，但紧接的50cb就明显暴露了谱师排键水准了，没有排开来显得很紧凑，整体运动幅度不大，没有体现出应该有的爽感。后面80-168的双压+单点实在太丑陋了。。。
中段的单手排划我很喜欢，身体被充分调动起来了，但是紧接的四分双押不管是采音还是衔接都是极大的问题，光这里一个问题够整个谱遭殃的。
副歌的想法不错页很搭歌，但是感觉缺乏变式。会显得副歌非常非常的单调。
后面还是老问题。。。嗯。。反正看起来这个排键新新的。

总而言之在我眼里这张谱是一张中规中矩但是小问题很多的一张谱，走的是稳健风，但是还可以有更进一步的空间，对比一张好谱来说完成度实在有点太低了，就是一张很平淡的有很多小问题的白开水，甚至都称不上山泉水。在采音和排键以及配置上都有很大进步空间。或许在上一届可以咬咬牙进t4这种水平。","648","","",""
"","comment-003005","2026-05-06T05:54:37Z","2026-05-06T05:54:37Z","user-0050","262","踩音之类的别的评论都说很多了，我也不赘述了。主要提一嘴副歌。
一是缺少记忆点，只有了普通的错位，使得人打完根本记得不得打了什么，间奏无法起到记忆点的作用就要靠副歌。
二是这两段之间差异太小了，甚至有形状位置都一模一样的配置。没有做好区分和递进，给人的感觉就是打了好多相同的东西，这会把没有记忆点的缺点放大。","633","","",""
"","comment-003006","2026-04-13T17:08:05Z","2026-04-13T17:08:05Z","user-0004","90","Before I comment anything about the chart, just want to point out that the slide at Combo 788, because of the equal sign shaped slide, it removes all of the blue slide except the tip at 8, and because you have a tap at 8 right after that, it 100% splashes when played on screen.

Now to move on, I really enjoyed the first half despite being really intense. The ideas are cool and despite the festival slide being super fast, it is still within reasonable range.

However, the second half is where everything becomes an absolute mess, it's almost at a level of an unreasonable new player 14+ type of pattern. I think you could just tone down the chart and maybe just make it so its a small variation of the first half. I was also pretty iffy about the long empty pause section but seeing how the second half is designed, it made sense. Not that it's a good thing.

With the identified splash and the unreasonable second half, I have to give this a very low score. Good effort and hope to see you again in future contests.

Thank you for your hard work.","580","","",""
"","comment-003007","2026-04-10T07:54:00Z","2026-04-10T07:54:00Z","user-0184","20","😣🙏🙇‍♂️🙇‍♂️🙇‍♂️请大家配合bga食用( 或许需要调高一点亮度🫰
还有感谢所有能给我创作谱面长评和所有打过这张谱的友友们！","618","","",""
"","comment-003008","2026-04-22T14:27:13Z","2026-04-22T14:27:13Z","user-0042","189","整体是比较保守的三拍子低BPM处理，星星的处理时机都比较明确，整体对星星信息量的把控还是到位的。
低BPM的键盘需要配合星星摆放，这一块细节还是有打磨的空间的。比如出现过比较多次的”刚打完星星头的手需要抬手起中性位置的交互“的处理，这并不是说抗一下会导致手感差，而是这样摆的目的应该还是希望玩家当交互打，在具体实现上可以和这个目的更吻合一些。
单黄慢星星确实是一个比较鲜明的记忆点，但是其他部分表现略淡了一些，要更进一步的话需要想想怎么搓一个玩法核心。","715","","",""
"","comment-003009","2026-04-19T06:36:06Z","2026-04-19T06:36:06Z","user-0173","36","总体是一张气氛蛮不错的谱面，但略有瑕疵；
200cb过后，跨度开始拉大，手顺引导的问题也就开始显现了，1:4的星星头，和旁边的7号键是一只手接，右手的话，在这之后会变成奇怪的出张，最好是左手，但是绝赞星星又是左起呦结束，分页引导不够足导致这里虽然不难，但是手感特别的割裂与奇怪；
288cb后面touch挡绝赞不建议这样做；
430cb后面键盘可以写的更激烈一些；
长夜与星光押严肃好评，气氛很对，属于看一眼很惊喜的星星；
总体来说算一张很不错的谱面了，再接再厉，祝写的开心。","700","","",""
"","comment-003010","2026-04-24T10:33:09Z","2026-04-24T10:33:09Z","user-0031","115","着重说一下跳拍
出现了很多引导很暧昧的邻位跳拍呀 不知道是硬扛还是双手打
以及绕手的4,5,,5,6,,6,7,,这种打起来和看起来都好难受呀
整体配置太平淡啦 水段往往是摆几个单点就过去 不提倡呀","550","","",""
"","comment-003011","2026-05-09T05:27:10Z","2026-05-09T05:27:10Z","user-0224","270","很稳健很舒适的一张谱，可以看出谱师基本功还是挺扎实的，很多游玩者的想法和预判都能接住，蛮不错的
以下是一些个人想法历程
257cb的折线星星时值看起来可能有点长了（但之后试着打了，手感还行，无影响）
讲真的644cb两下扫挺吓人的，读谱力被拉的蛮大的（但考虑比赛是社区赛，三连扫键的配置蛮常见的，并且后面也接住被提高的读谱力了，所以无影响）
希望谱师比赛愉快ww","768","","",""
"","comment-003012","2026-04-14T12:21:11Z","2026-04-14T12:21:11Z","user-0044","184","bro的选曲非常适合写这种左右摇摆的配置，从主歌到一副的过渡合理。不过第一段的主歌强度稍微有点高，相比于后半段难度差别不大，一副和二副的难度梯度合理，折线星星所带来的动作引导很贴歌，采音特点鲜明。不过二副的连续折线星星后不太好接其他配置（有点别手）。总体上给人的感觉很不错。","835","","",""
"","comment-003013","2026-04-13T06:21:41Z","2026-04-13T06:21:41Z","user-0170","13","5：“还是说您所说的逻辑只是客观上的公式采音去写出一张谱面呢”
我给出了那么多特殊化的处理方法和你漏过或者没有表现完全的小细节的建议，只不过是不符合你的心意或不符合你神圣的“初谱”就被打为“公式”？我是真的感觉昨晚几个小时给你看谱打水漂了，你早说啊你不接受任何建议，我直接掠过去看别的谱了，纯浪费时间
6：”很多地方我都没有用双押和锁手去限制谱面的游玩为的就是想让游玩的玩家能玩得自由一些有照顾到了游玩时的体验“
没有双押和锁手并不就是“自由手顺”，卡的很死的引导和紧密的排键对于玩家来讲也很难有第二种选择，自由手顺不是你对配置不经雕琢的借口
7：“最后我气愤的点也在开头说得很明白了也不是不能接受差评和不服更多是对于您原先留下的评论表示十分不理解，也是实打实的想对谱面进行讨论无其他想法”
如果你真的无其他想法我建议你打磨好措辞，你的初回复开始给人的印象就是咄咄逼人又不听劝，虽然事实就是这样啊哈哈

拆完你的谱面还得再拆一遍回复，只能说你的发言和制谱一样没有逻辑，我不会再对你有任何回复了，浪费互相的时间","0","","comment-003924","2026-04-13T06:21:40.822Z"
"","comment-003014","2026-04-16T22:35:05Z","2026-04-16T22:35:05Z","user-0256","102","这个谱给我的感觉就像经历了一场歌剧，有完整的故事，整个谱面的段落，要表达的意思都有截然不同的风格，打起来的感觉轻快有层次，有起舞的感觉。如果真正需要挑剔问题就是，排键确实可以多斟酌一下，观感上有一些问题，副歌的情感确实可以在做优化，可以让谱面更美一点！如果是官谱绝对是我会尝试理论甚至多次理论的谱，比赛加油！","835","","",""
"","comment-003015","2026-04-14T15:18:25Z","2026-04-14T15:18:25Z","user-0170","53","感觉很多地方借鉴了官谱思路的同时整体处理上并没有超越官谱很多，显得更尴尬了，长星星时值也不是很统一，细碎节奏的切分摆键也不够合理，间奏后的那段buildup强度也崩了没有跟乐曲接上轨，仍需努力","468","","",""
"","comment-003016","2026-04-16T16:54:07Z","2026-04-16T16:54:07Z","user-0074","66","牺牲手感牺牲的太严重了，而且副歌配置略显单调。
也有地方出现了疑似实机无理的谱型，实在不觉得这样是好设计。","400","","",""
"","comment-003017","2026-05-06T17:16:23Z","2026-05-06T17:16:23Z","user-0249","281","比较白开水的一张谱。有点一般通过的同时，个人感觉整张谱写的有点散了，缺少一个足够有印象的核心。副歌的复踏也缺乏一个明确的核心玩法。采音也是有点太卡拉ok，有人声就盯着人声踩。有点单薄了。加油","453","","",""
"","comment-003018","2026-04-10T04:56:45Z","2026-04-10T04:56:45Z","user-0004","14","This one is very cool. What really stood out to me is that the drop has a very personal unique taste to it while also keeping the legality of what 'Official' charting try to restrain. It's a good mix of coolness and reasonable.

The chorus has some really unique chain slides that fits well with the flow. A good mix of increasing density and difficulty moving from the first chorus to the second half. Outside of some minor awkward hand positioning/cross hands, we got ourselves a very good contender for high placement.

Thank you for your hard work!","835","","",""
"","comment-003019","2026-04-13T05:35:13Z","2026-04-13T05:35:13Z","user-0184","173","~~绿葱女士拍照~~
第一次听这首歌，很萌也很符合初音的一首小曲。bpm还挺低的，给写谱带来了一定难度和可发挥空间。
整体上来看，是一张很优秀规整的谱面。
前面看过来我看感觉没有13+，差不多难度都叠在touch上的感觉）
不过看完过后发现不管是星星组合，还是后面键盘摆键设计，都能看出来谱师一定的基本功底是有的，而且能表达出自己的东西，也很贴歌。
touch的合理使用，让谱面也没有过于单调，押了初音举手机拍照也是不错的点子。
以下说说小看法。
51cb左右的tap加touch不是很推荐这样写！没有很贴歌的1234，也有点割裂，不太合适。
还有感觉165cb左右的1V35类似这样的星星好像速度有点太快了。
后面整体我感觉都还不错。谱师加油，祝获得好成绩哦🫰","798","","",""
"","comment-003020","2026-04-13T04:33:46Z","2026-04-13T04:33:46Z","user-0200","79","这个不赖啊，是一张简洁而有力的谱面呢
好喜欢这个结尾，一根绝赞星星戛然而止的感觉
副歌用简单的拍划造出了很不错的调动感，还有星星形状复沓这个点子，很加分
不过212进一副这里左手为啥要摆在6呢，虽然这个bpm也不是很容易撞，但是感觉放到5还是更保险一些
以及433这里个人不是很支持，摆得太开+出张两个因素导致这里节奏会比较难读
总之会给出高分！辛苦谱师了~","850","","",""
"","comment-003021","2026-04-10T11:40:03Z","2026-04-10T11:40:03Z","user-0168","87","写的相当不错，很喜欢这张谱的一些出张设计，星星组也写的很有官味。
采音很舒适，手序引导很到位至少我初见没有乱手序，手感也很好，会是一张我愿意推ap的谱面
感觉非ctouch用的不太好，可以有更好的写法","850","","",""
"","comment-003022","2026-05-04T18:25:18Z","2026-05-04T18:25:18Z","user-0167","146","粗粗看了一遍谱准备拉闸，看了一下评论区有些怀疑自己，于是又仔细对比了一下几个手元和谱面，还是拉闸了。无法接受这样一首14+在细节上处理的如此粗糙，谱师大胆选出一个脍炙人口的曲子并且用了减半的处理但水平最终却不太能支撑的起14+的行进，这点在我看来是无论如何不能用 故意写初见杀 故意不想做减法 来辩解的，抱歉
还是细细说一下吧。感觉得分个段
开头的7>2写的相当别扭，这根星星的音色设计又与8p4的思路重复了，只是用很扭的保护套break来押这一声重音来强行开启14+的谱面开头实在不合适，明明有更有张力更加舒适的写法
80combo及后续的一段采音混乱，好像采了钢琴又直接转为vocal。乱了。感觉更像是像采vocal但是前面的双直线滑完来不及处理，不如不写双黄线
135combo处同理，采完vocal的变色一笔画后又一转钢琴，乱
188combo处8起跳拍手序引导不明，左手在划星星右手刚往下走完
218combo处前后的层次完全乱了，明明歌曲进入新阶段却还是一通硬跳拍摆键采音的思路，行进有问题
240-360combo这段其实处理还行，用两个8分拍划采较突出的人声，算是一个能接受的处理。但是360combo前后也是老问题，看不出歌曲层次。反正就是一直在铺，没有一点结构区分
400combo开始副歌简直重灾区，抛开没啥设计感不谈，这个强插入一笔画作为核心太尴尬了，采音也是为了服务于这个一笔画而强行对着vocal采的。问题是这个采音思路明明和正歌一摸一样啊喂，结构呢
其他评论提到的管子启动星星我完全能接受，这里算是全谱为数不多算得上比较贴歌的小巧思处了
432combo这里我对比了好几个手元得出结论：就是设计差了。{12}6,{24}4,5,,3,{12}4-6[8:1],{24}2,1-3[8:1],,3,{8}4-8[8:1],1-5[8:1],4,1,明明玩家的注意力放在屏幕的下半侧，突然翻飞的2，1，跳拍如大运一般闯入破坏整体和谐性。谱师如果打过金熊就应该完全能够理解这种 大运 感，和轻快的歌曲根本不搭。更别说这几根易蹭的短星星了。
448combo的两个保护套意义不明，似乎是想强调人声，但不搭
478combo管子强采人声太尴尬。不如延续跳拍思路
600combo开始的上下翻飞跳拍比较对味，如果用这个小核心乖乖写能力范围内的13+都不至于这样
680combo左右的钢琴采音全乱，用扫键混过去了，相当刺眼
730combo左右管子采重音全乱，慢放下来听简直灾难，管子和双押采的音色全部乱来
二副我看也没啥变化，我也懒得评了，写到这里都1000字了唉哟
好吧还是提一句，960combo加速圈太突兀，不贴歌不贴配置，强行押钢琴但人家其实也没加速，强行写的
就这样吧，希望我的长评能够帮到你揪出一些自己完全意识不到的问题。14+不是你的舒适区，你不太驾驭的了的，以后加油","483","","",""
"","comment-003023","2026-04-30T13:33:25Z","2026-04-30T13:33:25Z","user-0202","126","看下来还行，虽然有很多细节没有照顾到位导致第一印象不是很好，这里简单列举一些：36cb的鼓点没有照顾到，94cb的1188有点太生硬了，可以把前边的7p6给换成更短的星星，反正这里没有neta，让左手也接一下tap，整体更自然点，132cb的pv押没有贯彻到底，197cb开始这一段有意识地用ex音效和启动拍来押音色，虽然有些生硬但是还可以接受。后边275cb开始的长星星+tap打节奏反而强度还下来了，可以考虑把星星给换掉，多写一点键盘。副歌强度略显不足，星星组很没力气，我的建议是多写一点拍滑，写更复杂的星星组或者是单双单双再夹点星星，让手多做一点位移，力量感就上来了。478cb这里怎么还偷懒照抄前面
450cb开始音乐有一段电钻音，在475cb左右停止，但是这两段配置并没有做出区分。498cb这里能看得出来谱师想玩点花的但是不小心把难度曲线拉爆前边有评论提到这里就不展开了，二副看得出来谱师想做一点递进，写了不少占满屏幕的长星星，但是这样子整体的摆键会让玩家打得很不舒服，主要是引导不够充分，比如588cb滑完双押星星后左手右手都在屏幕的左半边，这里的5v8我是会用左手去接的。779cb这里一条6-2过去也太真代了，太生硬了，在启动拍加一条长一点的星星会比较合适。总的来说细节方面做得不是很好，但是结构各方面还行，没有犯很大的错误，我觉得算是一张合格的谱面","618","","",""
"","comment-003024","2026-05-05T18:04:28Z","2026-05-05T18:04:28Z","user-0198","282","⁺✞ʚ卧槽哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这他妈是啥ɞ✟₊

完全为游玩服务的铺面，其实手感和配置没什么问题，除了主歌一些过渡过于单调，以及一些设计一直都是一个样没有明显改变，再者就是作为常规铺面的难度分配太崩，配置也过于单调，感觉会挺好玩，不过作为比赛谱是不合格的","633","","",""
"","comment-003025","2026-04-12T12:08:59Z","2026-04-12T12:08:59Z","user-0013","122","'---
## 主要問題
1. X

---
## 譜面難度
- 前半13.2 後半13.7 整體13.65

---
## 其他點評
對慢滑星挺有感覺的一張譜，寫的還不錯。
很可惜本人慢滑星苦手給不了太多建議QQ

---
## 總結

> 合理性：上
> 可玩性：中
> 創意性：上

辛苦譜師了！很感謝有你的投稿！","700","","",""
"","comment-003026","2026-04-16T14:47:41Z","2026-04-16T14:47:41Z","user-0004","171","NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE NOPE
-","100","","",""
